i,d_cosine_ratio[i],d_coMat_ratio[i],s_cosine_ratio[i],s_coMat_ratio[i],countSq
5070,0.234882082049,0.242206235012,0.350094333322,0.505982905983,135.0
5071,0.0876166036336,0.0380333951763,0.21715009837,0.198928332217,426.0
5073,0.0992651026574,0.166473988439,0.163414605316,0.168435013263,174.0
5074,0.160706769762,0.223214285714,0.213955231511,0.174418604651,28.0
5076,0.0811822858265,0.0690476190476,0.166790509739,0.171428571429,114.0
5077,0.184424058933,0.328947368421,0.331470355027,0.419795221843,35.0
5078,0.144998216865,0.237762237762,0.127426280135,0.194690265487,17.0
5079,0.289303793062,0.223620522749,0.322758586363,0.306381828015,879.0
5080,0.280592657933,0.249569707401,0.606428586679,0.557060518732,936.0
5081,0.359621147118,0.345584346906,0.472713532284,0.538533250466,560.0
5082,0.319451119144,0.324022346369,0.324511628537,0.397394136808,657.0
5083,0.420073936089,0.192665036675,0.526386819521,0.3129516398,279.0
5084,0.484322310991,0.587668593449,0.541840919878,0.530079455165,205.0
5085,0.0303882237802,0.0629370629371,0.0401753433747,0.0878274268105,1091.0
5087,0.103142327394,0.27950310559,0.140858876001,0.208333333333,27.0
5088,0.50511085232,0.260956175299,0.679504665148,0.368773234201,135.0
5090,0.420826041529,0.37460815047,0.495013708487,0.359454855196,409.0
5091,0.0,0.0,0.0218813255454,0.0943396226415,9.0
5092,0.478000123994,0.643424036281,0.488610063316,0.589993502274,828.0
5093,0.116333525144,0.204787234043,0.130685179016,0.170212765957,43.0
5094,0.0580359870592,0.133004926108,0.243735206324,0.300578034682,25.0
5095,0.424382759275,0.468992248062,0.566393014992,0.474703982777,164.0
5096,0.451794639118,0.426470588235,0.364221356799,0.282894736842,23.0
5097,0.471312800843,0.275514874142,0.547209537432,0.332665330661,317.0
5098,0.365234185256,0.392482517483,0.519554645651,0.550051599587,279.0
5099,0.425023662345,0.484398216939,0.561962986365,0.448844884488,96.0
5100,0.0323329332473,0.105263157895,0.109413062396,0.2,4.0
5101,0.297546570137,0.355614973262,0.510120040514,0.43137254902,35.0
5102,0.00995805012234,0.0136054421769,0.00541335743356,0.00680272108844,37.0
5103,0.364519406885,0.498402555911,0.41143601712,0.366852886406,101.0
5104,0.181141532591,0.526548672566,0.154423381568,0.424053665549,819.0
5105,0.0975454619221,0.0829177057357,0.102628740621,0.149122807018,818.0
5106,0.257524505072,0.195419847328,0.234607029274,0.204620462046,166.0
5107,0.184813714725,0.27029608405,0.387388167536,0.458230958231,275.0
5110,0.314058747195,0.270155586987,0.404309085052,0.30550918197,76.0
5111,0.27879974058,0.310704960836,0.280095223103,0.312248995984,203.0
5112,0.596719559112,0.567861715749,0.660131495519,0.600130890052,1032.0
5114,0.282562369932,0.22616502779,0.423026802791,0.557837384744,429.0
5115,0.249958399261,0.18449197861,0.084872474947,0.0103550295858,451.0
5116,0.288205964006,0.106354692901,0.437849106748,0.53213995118,1005.0
5117,0.402278009489,0.408573928259,0.657975488033,0.591341077086,268.0
5118,0.0439831188195,0.0178784266985,0.074016292809,0.041312272175,142.0
5119,0.265428470704,0.196702671973,0.224625198517,0.155698924731,1248.0
5120,0.0976760794188,0.124575311438,0.131248273274,0.30876747141,313.0
5121,0.0,0.0,0.0260519030814,0.0606060606061,6.0
5122,0.251859046099,0.2703125,0.223233532258,0.310576923077,976.0
5123,0.0473421787163,0.041701769166,0.120850676108,0.161033797217,410.0
5124,0.0743715012582,0.150210084034,0.523739973791,0.537822878229,123.0
5125,0.0643571558087,0.109489051095,0.061549113206,0.0720720720721,26.0
5126,0.0107434219739,0.0246952172554,0.061441449143,0.162986330179,1793.0
5127,0.226401976887,0.276185770751,0.214053674939,0.267441860465,22563.0
5128,0.131008602765,0.173859432799,0.35341275405,0.415643633813,1218.0
5129,0.341535713463,0.411028730306,0.33584078138,0.431224899598,809.0
5130,0.131874251151,0.0298576022049,0.654639986156,0.446859184281,3895.0
5131,0.0410451583129,0.0510204081633,0.377219294529,0.141025641026,7.0
5132,0.0207117209561,0.0566037735849,0.0340462897304,0.0655737704918,6.0
5133,0.175485859758,0.38320610687,0.201754077735,0.452401746725,504.0
5134,0.183878749531,0.18691588785,0.21127251436,0.359090909091,17.0
5135,0.0370457992625,0.0493827160494,0.0374147644214,0.147058823529,11.0
5136,0.0108317190249,0.027027027027,0.0891358221097,0.248120300752,25.0
5137,0.128198242898,0.143115942029,0.448655317562,0.551020408163,43.0
5138,0.107616078726,0.0638601498395,0.100148082115,0.106243154436,481.0
5139,0.191129642425,0.0666666666667,0.23629205921,0.0833333333333,1.0
5141,0.0164577388656,0.0809061488673,0.0224494744515,0.0759493670886,107.0
5142,0.0175038958383,0.133603238866,0.00728459127666,0.0384615384615,44.0
5143,0.065546081136,0.0178288431062,0.051812861582,0.0293609671848,1420.0
5144,0.0550836383149,0.0333333333333,0.0852527144766,0.0777777777778,56.0
5145,0.0043521126361,0.008,0.0211358037861,0.0446428571429,55.0
5146,0.0371281939748,0.056657223796,0.0301635062043,0.0459770114943,703.0
5147,0.0590131649249,0.0917721518987,0.167706737359,0.328735632184,1847.0
5148,0.204071696931,0.327154308617,0.263748692353,0.267904509284,490.0
5149,0.0424141461513,0.107491856678,0.0601666196782,0.231343283582,752.0
5150,0.0405001148102,0.0570071258907,0.0504330541703,0.122327790974,538.0
5151,0.157020578532,0.147026431718,0.34741989252,0.354166666667,421.0
5152,0.104101871548,0.0880829015544,0.193669441834,0.179792746114,829.0
5153,0.173833234836,0.297680412371,0.292217736385,0.445738239404,646.0
5154,0.0131402093635,0.0223752151463,0.0269150608484,0.0154905335628,218.0
5155,0.0050479088226,0.00137174211248,0.082445534659,0.14456928839,488.0
5156,0.214380062609,0.327035830619,0.265469263145,0.377906976744,360.0
5157,0.103209825947,0.0464335664336,0.212161623803,0.110635696822,1705.0
5159,0.265275409627,0.316777710478,0.22548369875,0.149484536082,387.0
5160,0.440813128573,0.289137380192,0.477060173847,0.51116333725,153.0
5161,0.449394085961,0.275136399065,0.389254700986,0.5024600246,351.0
5162,0.30697011818,0.334507042254,0.554117938516,0.517605633803,39.0
5163,0.163321228889,0.22791400739,0.163818356547,0.0985778926955,1272.0
5165,0.165954607619,0.290076335878,0.0893280608683,0.0192307692308,9.0
5166,0.0510077235219,0.0073155216285,0.0892164002508,0.0879520261675,4952.0
5168,0.0137641728589,0.142857142857,0.0165043584292,0.179487179487,3.0
5169,0.546400869128,0.735120147874,0.136138967376,0.194113828176,2357.0
5170,0.458093920268,0.549632352941,0.712059736526,0.607692307692,55.0
5171,0.273814135265,0.329326923077,0.256919995714,0.384288747346,1105.0
5172,0.0684246762054,0.105973025048,0.102135946651,0.107660455487,66.0
5173,0.127080491095,0.209576138148,0.229464696529,0.380748007357,7014.0
5174,0.178521290483,0.206914893617,0.23176393679,0.302944862155,2528.0
5175,0.418612544778,0.47282872392,0.616415378986,0.655198204936,1064.0
5176,0.104990162317,0.218295218295,0.13611205273,0.334608030593,1817.0
5177,0.17507520935,0.241037896893,0.233926223135,0.384176492963,1172.0
5178,0.0706383068506,0.133663366337,0.0804803007525,0.0790960451977,16.0
5179,0.27153240732,0.28313627878,0.37377667287,0.305517241379,802.0
5180,0.00324166582874,0.00961538461538,0.145051877663,0.305154639175,55.0
5181,0.00530991046195,0.0125,0.0056513633407,0.0131578947368,7.0
5182,0.0773006575296,0.214983713355,0.209955176607,0.416961130742,46.0
5183,0.0222385985904,0.123188405797,0.0132478474812,0.0188679245283,18.0
5185,0.170383557064,0.321486268174,0.242841078577,0.514869888476,158.0
5186,0.31382714981,0.233220338983,0.315568125666,0.200414651002,615.0
5187,0.0366981643897,0.0323822860144,0.0851639923136,0.0436927413672,2703.0
5188,0.0512686725464,0.0363247863248,0.235824934693,0.494226327945,298.0
5189,0.0759548056322,0.0995850622407,0.131508798178,0.127659574468,139.0
5190,0.282888052278,0.521091811414,0.316602354047,0.573200992556,88.0
5191,0.531504456462,0.501474926254,0.655788142694,0.557522123894,48.0
5192,0.280333140604,0.244394618834,0.359656606712,0.264102564103,99.0
5193,0.55666216319,0.60917634052,0.795731770323,0.740177439797,868.0
5194,0.342574830545,0.581881533101,0.307820206923,0.570629370629,284.0
5195,0.0284745540953,0.0285714285714,0.00949249021659,0.0315581854043,388.0
5196,0.270716849679,0.361368909513,0.62984865156,0.641744548287,2515.0
5197,0.0158309592951,0.0547138047138,0.0249019163651,0.0755467196819,753.0
5198,0.160658847335,0.166407465008,0.204993055904,0.287090558767,129.0
5199,0.0160925316894,0.0911256700417,0.0350327347287,0.152146464646,2986.0
5200,0.509405684479,0.611510791367,0.64386703346,0.59126984127,40.0
5201,0.241195071045,0.24243697479,0.181514694427,0.218564243256,6501.0
5202,0.117498762613,0.186883840549,0.0724226280828,0.107552581262,315.0
5203,0.0903056469223,0.124859392576,0.351591142356,0.265838509317,275.0
5204,0.153647046468,0.287280701754,0.239237856261,0.512376237624,102.0
5206,0.0437122977268,0.0721040189125,0.156059138161,0.175953079179,3061.0
5208,0.00531135800354,0.0714285714286,0.0469860537879,0.021978021978,16.0
5213,0.0,0.0,0.371541381886,0.488372093023,17.0
5215,0.0,0.0,0.0522951923742,0.170212765957,39.0
5216,0.110752261523,0.0915945266685,0.169722062934,0.296414852753,1718.0
5219,0.147871526537,0.169680111266,0.506739915952,0.39636913767,100.0
5220,0.000440819089413,0.00561797752809,0.0557285967702,0.0579710144928,16.0
5221,0.00842861372531,0.0414847161572,0.077110632629,0.152454780362,54.0
5222,0.0,0.0,0.0344149540358,0.0467289719626,16.0
5223,0.0873830097749,0.134686346863,0.203562011536,0.49043715847,567.0
5224,0.30712596719,0.39292133278,0.453852179705,0.611010830325,12999.0
5225,0.0666634554779,0.0435848333972,0.291544194791,0.473627197734,12112.0
5227,0.115924097898,0.0994313286231,0.234913754889,0.323627125269,3184.0
5228,0.0,0.0,0.0556738995118,0.0875,18.0
5229,0.00264130263631,0.0111111111111,0.0403063594191,0.0380952380952,17.0
5230,0.00309779739358,0.00200400801603,0.104955790523,0.0990990990991,106.0
5231,0.0653655805818,0.215076813148,0.0856191151472,0.213474343909,1302.0
5232,0.00768705797597,0.0168674698795,0.0219952192213,0.0320855614973,49.0
5233,0.237596695168,0.251704897706,0.314834822849,0.274569402229,690.0
5234,0.0935447362187,0.161685823755,0.171957359967,0.263157894737,1109.0
5235,0.0199161671136,0.111111111111,0.0376244458052,0.120967741935,128.0
5236,0.0835873943871,0.134800550206,0.198205983993,0.239197530864,227.0
5237,0.00366556845609,0.0136674259681,0.0,0.0,63.0
5238,0.0733369270537,0.147919876733,0.0687066797735,0.126495726496,244.0
5239,0.446308717813,0.582969432314,0.513752635316,0.594202898551,138.0
5240,0.128565621071,0.127402526085,0.167520573649,0.241418120428,856.0
5244,0.291688988978,0.489800721795,0.364770632937,0.561897513952,8347.0
5245,0.121349988989,0.275643416636,0.274269644465,0.237551020408,478.0
5246,0.11509486157,0.215053763441,0.30318780186,0.336101612115,477.0
5247,0.0245145336558,0.0545454545455,0.419003196963,0.415224913495,396.0
5250,0.0442831346369,0.152027027027,0.236073356914,0.390344827586,164.0
5252,0.185659416688,0.165530068196,0.42272911671,0.527397260274,838.0
5253,0.174524585926,0.235294117647,0.277728307034,0.3125,15.0
5254,0.07292601483,0.0758248730964,0.175815539576,0.350159971561,1540.0
5255,0.0229866074034,0.0690571049137,0.045441906885,0.0564635958395,461.0
5256,0.0156456862078,0.0279661016949,0.0245879277236,0.0668498168498,1532.0
5257,0.182866618847,0.265641650175,0.337804074085,0.369508595242,5702.0
5258,0.0402965268825,0.0495640201927,0.0524849683361,0.0811498346477,3930.0
5259,0.161865985825,0.229150181991,0.274217303551,0.312673299625,4267.0
5260,0.360325235812,0.284490145673,0.632246134325,0.350135828554,395.0
5261,0.257409090929,0.326245443499,0.3656913284,0.365025466893,1493.0
5262,0.142574034034,0.083179297597,0.252038994831,0.157894736842,33.0
5263,0.0348069278121,0.0637845499646,0.0362291705919,0.0480530240265,2251.0
5264,0.17227399836,0.314479638009,0.201341902002,0.302729528536,376.0
5265,0.0036397317773,0.0151975683891,0.0699768784947,0.156794425087,63.0
5266,0.206969196376,0.246259193507,0.283612945923,0.496362618914,1672.0
5267,0.0,0.0,0.0236123902835,0.0143884892086,96.0
5268,0.136737563086,0.30625,0.100817529279,0.161290322581,29.0
5270,0.167818103224,0.190476190476,0.218534576772,0.237410071942,7.0
5271,0.142038590005,0.0962343096234,0.21195929208,0.241379310345,16.0
5273,0.13592135048,0.131395348837,0.301318973119,0.404463040446,227.0
5274,0.0483782247036,0.0761622156281,0.0774374391485,0.127272727273,434.0
5275,0.130602336405,0.281407035176,0.181499650096,0.335329341317,44.0
5276,0.137325847323,0.127697841727,0.153000272704,0.149611856034,1116.0
5277,0.0502489580204,0.0676982591876,0.122241191342,0.149494949495,75.0
5278,0.098193750203,0.179104477612,0.368376758491,0.350299401198,79.0
5279,0.171200654573,0.331343283582,0.355898944304,0.26,114.0
5280,0.0748301234103,0.0872093023256,0.172525965821,0.333333333333,16.0
5281,0.077626422796,0.131690739167,0.186469831145,0.388611388611,361.0
5282,0.110073358118,0.135901162791,0.132822647533,0.178092986604,613.0
5283,0.111880677167,0.170575692964,0.321285603589,0.412008281573,113.0
5284,0.0421751453835,0.16814159292,0.0807744035701,0.240704500978,222.0
5285,0.0715607582765,0.104227405248,0.147055399458,0.151298119964,653.0
5286,0.131487745115,0.174439461883,0.267972939736,0.368365738308,1048.0
5287,0.0476894773507,0.0990099009901,0.0740602588931,0.183908045977,101.0
5289,0.0387715292525,0.0828025477707,0.0329678106042,0.138309549945,831.0
5290,0.104214937796,0.282571912014,0.192176749982,0.392014519056,208.0
5291,0.474968775198,0.543334799824,0.601806507531,0.663099115868,289.0
5292,0.485536683966,0.604003481288,0.548351224381,0.678539626002,124.0
5294,0.00638896896659,0.0209973753281,0.0967339046688,0.127272727273,57.0
5295,0.0467153939233,0.0929936305732,0.103889678838,0.278620689655,288.0
5296,0.145190296779,0.222867479056,0.347974815182,0.547315308454,8159.0
5297,0.0754227483684,0.182991202346,0.0528677655526,0.133592736706,1382.0
5298,0.0539699626939,0.102150537634,0.192754672825,0.410579345088,106.0
5299,0.157043954164,0.158972691808,0.397175269987,0.559120403749,722.0
5300,0.331172033238,0.271022883926,0.484566195315,0.568280571074,1120.0
5302,0.0918801482468,0.149425287356,0.102895929541,0.165605095541,43.0
5306,0.118641581326,0.184381778742,0.218856881237,0.208382526564,631.0
5307,0.299131818669,0.237345331834,0.254314475108,0.188607594937,104.0
5308,0.288417652129,0.279002876318,0.140376056611,0.0808988764045,1451.0
5309,0.0920368464146,0.166928309785,0.0814757116103,0.166332665331,4343.0
5311,0.108070113107,0.113245298119,0.127352167363,0.197022767075,1016.0
5312,0.129135228181,0.173333333333,0.29999412518,0.409785932722,98.0
5314,0.0,0.0,0.0167140831975,0.106194690265,77.0
5316,0.149855546575,0.250497017893,0.300392699713,0.454326923077,206.0
5317,0.368267071604,0.282909930716,0.77048661373,0.568212824011,287.0
5318,0.376998390449,0.439522998296,0.418764830827,0.422222222222,139.0
5319,0.256932102903,0.198851616803,0.176900030751,0.0888610763454,3151.0
5320,0.143508357146,0.311965811966,0.222027899445,0.328358208955,119.0
5321,0.276260120038,0.257978723404,0.339848126216,0.431980906921,229.0
5322,0.134766197605,0.195501730104,0.165681534474,0.278388278388,254.0
5323,0.0389877797111,0.0710916442049,0.0058839015468,0.00559910414334,2198.0
5324,0.170716079069,0.13687150838,0.214982394447,0.117647058824,21.0
5325,0.27467698066,0.22310639552,0.327955821971,0.245817245817,5480.0
5326,0.08983412927,0.151119402985,0.149521529231,0.187692307692,827.0
5327,0.0519129138654,0.120967741935,0.0882092723669,0.20395738204,248.0
5328,0.585030849402,0.291044776119,0.485522474944,0.383116883117,9.0
5329,0.214092310714,0.147438131753,0.265940521725,0.276016411787,1381.0
5330,0.0402769396017,0.0321234876929,0.24126933087,0.284096271826,1921.0
5331,0.142345400572,0.201058201058,0.20080680741,0.265379975875,622.0
5332,0.111774344325,0.0801556420233,0.166912767683,0.134350036311,864.0
5335,0.100116791587,0.102127659574,0.111554676805,0.18,54.0
5337,0.0819212900086,0.0642883686362,0.0,0.0,2059.0
5338,0.0355248283172,0.034188034188,0.00661064702672,0.0183486238532,46.0
5339,0.116839410933,0.251386321627,0.146092083696,0.298507462687,92.0
5341,0.149659772687,0.34375,0.267963488957,0.375670840787,119.0
5342,0.0287941681171,0.048951048951,0.116600077225,0.212389380531,315.0
5344,0.0119916333287,0.0108932461874,0.408847842558,0.538847117794,137.0
5345,0.0734746011356,0.0683624801272,0.263605157891,0.256476683938,807.0
5346,0.249637959569,0.281626506024,0.130480776251,0.191666666667,266.0
5347,0.360185312652,0.298661174047,0.385995305108,0.399049881235,210.0
5348,0.0166399962455,0.0457796852647,0.0092874865664,0.0294573643411,883.0
5349,0.0232896192971,0.0480620155039,0.0152697648178,0.0419384902144,948.0
5350,0.0856117124635,0.0903367957192,0.0174366634946,0.0333827893175,1622.0
5351,0.0283634835151,0.0314465408805,0.0208378559283,0.0172413793103,11.0
5353,0.175737351869,0.144104803493,0.437338795044,0.577566964286,871.0
5355,0.563126716616,0.344342937456,0.527316266974,0.407647907648,187.0
5356,0.164016332755,0.25585379783,0.205000021145,0.333746898263,897.0
5358,0.0226065094393,0.0512820512821,0.0,0.0,6.0
5359,0.345613440134,0.368451688009,0.47568354347,0.539921465969,938.0
5360,0.522789914124,0.390562248996,0.545321526483,0.379518072289,421.0
5361,0.337406585094,0.462388216728,0.470911555058,0.560196560197,696.0
5362,0.21517907517,0.133676092545,0.375483488331,0.254545454545,81.0
5363,0.014544660077,0.0769230769231,0.100732374117,0.0454545454545,2.0
5365,0.623711306323,0.598898071625,0.630372325548,0.570655441972,563.0
5366,0.201245169182,0.193064667291,0.352610015137,0.310511089682,403.0
5367,0.23577410116,0.141806293421,0.448668950274,0.540253371475,213.0
5368,0.189165087135,0.369158878505,0.222133112893,0.503267973856,42.0
5370,0.0914275762934,0.144622991347,0.13105143254,0.166541070083,575.0
5372,0.238013934799,0.238095238095,0.403906497558,0.343434343434,40.0
5373,0.229073862879,0.179012345679,0.127491216248,0.111111111111,24.0
5374,0.532992617374,0.579707710398,0.392472705595,0.439709713435,1494.0
5375,0.0,0.0,0.0783472135434,0.103448275862,8.0
5376,0.196479355906,0.237030411449,0.236163125763,0.25569259962,2301.0
5379,0.244595176988,0.328973185088,0.203840596089,0.313850513638,662.0
5383,0.433521788443,0.368009868421,0.386863505007,0.445751633987,489.0
5384,0.13375433367,0.17882717244,0.23423849573,0.39679144385,3022.0
5385,0.0468850386403,0.107594936709,0.0493679659107,0.100342633382,1780.0
5386,0.0764863741507,0.184914841849,0.139129396468,0.188630490956,502.0
5387,0.25516080416,0.300283286119,0.511650500145,0.474006116208,206.0
5388,0.0806651409405,0.138965411693,0.0675857131865,0.168687218566,4338.0
5389,0.165748811114,0.273001508296,0.241477415733,0.420610349403,1583.0
5390,0.114858536851,0.167766258247,0.229761266822,0.3404924044,742.0
5391,0.28606076138,0.308720930233,0.28540409214,0.36320754717,1864.0
5392,0.162029812236,0.140462889066,0.131613258453,0.100448430493,999.0
5393,0.0901365017519,0.174586033117,0.0583652084366,0.140142517815,1829.0
5394,0.142176733602,0.111304347826,0.250457013259,0.257142857143,369.0
5395,0.155052483139,0.161752988048,0.188798503445,0.167480809491,8541.0
5396,0.0345386736511,0.0933734939759,0.123447997795,0.147395833333,245.0
5397,0.0101406134094,0.0138461538462,0.140234729915,0.180653162464,2663.0
5398,0.300646355685,0.222140221402,0.507908912896,0.447742474916,327.0
5399,0.0538765983959,0.184850051706,0.0826561423879,0.278275961817,3256.0
5400,0.333656405082,0.428985507246,0.348577225623,0.459498207885,1826.0
5401,0.0904949583478,0.0555555555556,0.0914804034695,0.0592105263158,36.0
5402,0.057789668098,0.0528169014085,0.0772675585857,0.0830188679245,62.0
5403,0.21740283433,0.405117270789,0.289928666362,0.451276102088,691.0
5404,0.182777365661,0.346666666667,0.346751476255,0.286885245902,53.0
5405,0.0960023883398,0.158982511924,0.122214081696,0.18453427065,173.0
5406,0.287222148067,0.426549229317,0.456946436955,0.427984946972,1094.0
5407,0.287737164205,0.309523809524,0.402429667603,0.382823871907,130.0
5408,0.0175121912385,0.0228915662651,0.0275651508585,0.0406469461588,6109.0
5409,0.37628429614,0.42538071066,0.510913386798,0.531755915318,202.0
5410,0.161958645429,0.273199896023,0.192246524054,0.306778679027,4498.0
5411,0.0,0.0,0.0165121789872,0.0645161290323,2.0
5412,0.0150272927049,0.0111111111111,0.0486818380808,0.0977443609023,23.0
5413,0.379341075031,0.560199625702,0.305080030169,0.512781954887,482.0
5414,0.249881049504,0.304511278195,0.305813141892,0.270161290323,26.0
5415,0.214948494718,0.417786308381,0.323656261195,0.452788104089,778.0
5416,0.0152968313167,0.0151515151515,0.148067991462,0.2096069869,18.0
5417,0.15438556266,0.318133616119,0.367908373128,0.522196261682,378.0
5418,0.196090585877,0.343112244898,0.246740320402,0.346127006281,603.0
5419,0.173976699458,0.564705882353,0.162003932487,0.541195476575,304.0
5420,0.398810555506,0.218614718615,0.526120318013,0.322891566265,119.0
5421,0.186199930285,0.316964285714,0.292677441597,0.391959798995,117.0
5422,0.416314276473,0.499279019466,0.459428321394,0.442052980132,1764.0
5423,0.161468490091,0.269464720195,0.181469923834,0.226134055518,581.0
5424,0.0311526418341,0.141025641026,0.0428544944207,0.181818181818,7.0
5425,0.589716592231,0.524329692155,0.676839696023,0.516519823789,80.0
5426,0.360700423691,0.370139968896,0.552130798643,0.505608283003,318.0
5427,0.329300855654,0.300430210325,0.351388691382,0.298126951093,825.0
5428,0.193240721156,0.247933884298,0.442908730331,0.533180778032,70.0
5429,0.0439985033061,0.0681818181818,0.0,0.0,19.0
5430,0.131234316617,0.346666666667,0.156703166586,0.292307692308,7.0
5431,0.22684613017,0.183129855716,0.239048454539,0.182156133829,134.0
5432,0.00732265699134,0.00456621004566,0.00832543072471,0.00490196078431,15.0
5433,0.49221028941,0.541958041958,0.64768590426,0.723456790123,272.0
5434,0.413959398546,0.39751336277,0.657603382058,0.54296977661,6411.0
5435,0.229774837384,0.384134615385,0.299025815572,0.472854640981,542.0
5436,0.20026007032,0.328326180258,0.303776872282,0.455421686747,105.0
5437,0.298845430571,0.413946587537,0.466866603015,0.464664310954,99.0
5438,0.0956261302033,0.254801536492,0.120120756255,0.299862448418,520.0
5440,0.117831310725,0.0392156862745,0.0862673206082,0.0435510887772,101.0
5441,0.245422090112,0.232843137255,0.29043513304,0.3,106.0
5443,0.264778875655,0.391640866873,0.272057608911,0.429541595925,159.0
5444,0.255289333212,0.269487750557,0.429572623337,0.498694516971,59.0
5445,0.289311020645,0.220183486239,0.240931697781,0.191489361702,23.0
5446,0.0529693201941,0.139303482587,0.162008190544,0.265536723164,98.0
5447,0.0152530756815,0.0466321243523,0.0655639393089,0.17510853835,299.0
5448,0.0385000708069,0.131868131868,0.157772699156,0.304245283019,1286.0
5449,0.0,0.0,0.096652348238,0.177486733657,2005.0
5450,0.0848437373218,0.113798790544,0.0388130649284,0.0516767454645,693.0
5451,0.0358776217229,0.0706806282723,0.104699535527,0.124629080119,508.0
5452,0.00214526465443,0.0222222222222,0.00774967286329,0.0266666666667,5.0
5453,0.0863772789457,0.1364333163,0.361100070417,0.637812002124,1507.0
5454,0.00676636048534,0.027027027027,0.0813727794903,0.153225806452,24.0
5455,0.102521274105,0.0724637681159,0.276171715127,0.6646884273,54.0
5456,0.0370368098857,0.0555555555556,0.0492243726583,0.0791666666667,47.0
5457,0.114437783483,0.162346521146,0.0684862051717,0.151515151515,396.0
5458,0.0826250019799,0.173469387755,0.0796993062815,0.140871177016,1329.0
5459,0.00269101218784,0.0166666666667,0.0,0.0,5.0
5460,0.0427488760819,0.0825396825397,0.0198743976423,0.0350262697023,190.0
5461,0.0303945627089,0.0852713178295,0.0778830847051,0.160520607375,497.0
5464,0.0205433736723,0.0207528957529,0.15252710083,0.167671232877,806.0
5465,0.0011946042162,0.00444444444444,0.0521874314883,0.0622009569378,568.0
5466,0.0105026823759,0.0574912891986,0.0153709485945,0.0583657587549,132.0
5468,0.0381394240123,0.124111795358,0.0615961786178,0.162507254788,2841.0
5469,0.0280348357758,0.0294334069169,0.0909488253603,0.0622222222222,271.0
5471,0.0121080921698,0.0351437699681,0.0463113547948,0.101923076923,399.0
5472,0.175046659846,0.252261656228,0.216514221146,0.340673036975,1908.0
5473,0.0,0.0,0.0759114228589,0.0923076923077,15.0
5474,0.0861525346683,0.191629955947,0.12449373228,0.290446841294,953.0
5475,0.0102451281396,0.0160359204618,0.0193308188279,0.0243572395129,820.0
5476,0.0323325865502,0.0657894736842,0.0381998705237,0.0692307692308,37.0
5477,0.0517079915622,0.126506024096,0.246486243854,0.272727272727,31.0
5479,0.202082446726,0.298210735586,0.265854525487,0.44099378882,148.0
5480,0.197034991793,0.229351969504,0.225416354311,0.251141552511,116.0
5481,0.0,0.0,0.0283372624745,0.0522388059701,47.0
5483,0.000697443823262,0.00840336134454,0.0702917368915,0.11214953271,20.0
5486,0.103577699829,0.258064516129,0.119524565184,0.22125813449,483.0
5487,0.256570546869,0.317254775008,0.153643638912,0.220270764727,2055.0
5489,0.0686915963194,0.320634920635,0.0815740026387,0.342657342657,101.0
5490,0.114239603138,0.114321873023,0.219449609398,0.252290502793,2588.0
5491,0.0630320744731,0.0679442508711,0.139274950325,0.187890625,1785.0
5492,0.0,0.0,0.0970356252128,0.00793650793651,43.0
5493,0.061721937655,0.0884955752212,0.0846399038388,0.159292035398,10.0
5494,0.282547932127,0.260336906585,0.421822620971,0.364,875.0
5495,0.490200051022,0.568679748524,0.477918271904,0.571538461538,2885.0
5496,0.0,0.0,0.120989777613,0.105263157895,2.0
5497,0.376251843878,0.194309927361,0.415711631725,0.244532803181,1362.0
5499,0.165058032742,0.267962806424,0.164828614685,0.237951807229,1048.0
5500,0.0593479716273,0.165441176471,0.0895915535139,0.242884250474,207.0
5501,0.174436257831,0.236111111111,0.482064797693,0.609311740891,114.0
5503,0.44374717159,0.333333333333,0.396073920885,0.25,1.0
5504,0.0,0.0,0.205187231376,0.125,1.0
5506,0.060988064077,0.103869653768,0.0726506471938,0.113785557987,54.0
5507,0.0824354467076,0.0893393393393,0.101033085541,0.0761400651466,965.0
5509,0.0821981070686,0.273631840796,0.102632802724,0.418079096045,29.0
5510,0.0598475120298,0.0978647686833,0.115062893286,0.146168705731,870.0
5511,0.0359786558234,0.0691399662732,0.148626114461,0.199619771863,286.0
5512,0.0862603156718,0.0845136921624,0.150771560441,0.16650148662,3019.0
5513,0.181196590017,0.106382978723,0.353468873564,0.333333333333,5.0
5515,0.346232318326,0.390800299177,0.613557051539,0.757908055673,896.0
5519,0.138658583331,0.245283018868,0.240845409325,0.127659574468,3.0
5520,0.326452357631,0.499123904881,0.26928703864,0.437426556992,1149.0
5521,0.394987706831,0.414225941423,0.344174831157,0.516986706056,318.0
5522,0.184791715914,0.235919234857,0.313588479353,0.268378063011,317.0
5523,0.00174854368998,0.0106382978723,0.0,0.0,71.0
5524,0.136537768213,0.233555767398,0.204916702328,0.368641845831,576.0
5525,0.051614782165,0.0608802961744,0.125058635905,0.137246049661,314.0
5526,0.0600363530366,0.166836734694,0.439092707103,0.437018960015,3479.0
5527,0.143316172332,0.334923424554,0.303629085724,0.643279569892,2254.0
5529,0.125368333811,0.132600480934,0.165022720111,0.15763016158,796.0
5530,0.238816183498,0.336252189142,0.328453475842,0.370786516854,92.0
5531,0.0505074189994,0.12133072407,0.209377171667,0.300458715596,115.0
5532,0.0523510083164,0.021017699115,0.266337133111,0.156010230179,203.0
5533,0.0238966943665,0.0854700854701,0.0568548340484,0.0378787878788,4.0
